record_id,description,aircraft_model,manufacturer,accident_type,date,year,state,city,airport,source
19880918044789A,PEDAL AND TURN PROBLEM ON LIFTOFF. UNAPPROVED PEDAL ADJUSTMENT. UNABLE TO STOP TURN ON NEXT LIFTOFF. CRASH LANDED.,F28A,ENSTRM,II,9-18-19880918,9,G,LYC,G,faa
19880921056039I,HEARD LOUD BANG. NOSE BAGGAGE DOOR LIGHT CAME ON. PRECAUTIONARY LANDING. DOOR WAS AJAR. MINOR DAMAGE TO NOSE.,PA31310,PIPER,II,9-21-19880921,9,L,,L,faa
19880725057329A,WATER TAXI TO REFUEL PRIOR TO TAKEOFF. WATER ROUGH. LEFT FLOAT CAP OPEN SHIPPED WATER AND ACFT ROLLED OVER AND SANK,U206F,CESSNA,II,7-25-19880725,7,H,CONT,H,faa
19880910038059A,FAILED TO DISCONNECT THE CHEMICAL FILLER HOSE PRIOR TO LIFTOFF FROM TRUCK PLATFORM. HELICOPTER ROLLED OVER.,UH12E,HILLER,II,9-10-19880910,9,G,LYC,G,faa
19880920039549A,"UNABLE TO ROTATE, RAN OFF END OF RUNWAY FULL POWER NO BRAKING INTO DITCH. POSSIBLE CONTROL LOCK IN YOKE. NO DEFECTS",421B,CESSNA,II,9-20-19880920,9,L,CONT,L,faa
19880920059059I,"DISCARDED CARGO DOOR WAS PICKED UP BY ROTOR WASH OF UNKNOWN HELICOPTER.IT HIT PARKED S550 N#92QS, DAMAGING AILERON.",,,AF,9-20-19880920,9,,,,faa
19880730028329A,"HAD UNEVEN FUEL FLOW AND IMBALANCE. DIVERTED TO NEAREST AIRPORT, CRASHED AND BURNED. YAW DAMPER INOP.",23LEAR,LEAR,ME,7-30-19880730,7,L,GE,L,faa
19880712026389A,STUDENT PILOT PICKED UP PASSENGER. CRASHED ON TAKEOFF. FOUND CARBURETOR HEAT ON AND FLAPS FULL DOWN.,152,CESSNA,ME,7-12-19880712,7,H,LYC,H,faa
19880901036579A,"CREWMAN HAD SECURED AFT SKID TIE DOWNS UNKNOWN BY PILOT. HE DID NOT CHECK, AIRCRAFT LIFTOFF NOSE HIGH.FELL IN WATER",206B,BELL,II,9-01-19880901,9,G,ALLSN,G,faa
19880926053609I,RIGHT SIDE OF ENGINE COWLING OPENED EN ROUTE. DIVERTED TO ROSTRAVER. LEFT SIDE OPENED. LANDED. NO REASON FOUND.,AA5,GULSTM,II,9-26-19880926,9,L,LYC,L,faa
19880716026869A,"TOOK OFF WITH FULL UP TRIM AND LEANED MIXTURE. NOSED UP,STALLED AND SPUN IN. CARRIED PASSENGERS. LACKED ENDORSEMENT",PA28140,PIPER,II,7-16-19880716,7,L,LYC,L,faa
19880630042289I,PIC REPORTED LOSING OIL PRESSURE AND ALTERNATOR. LANDED.FOUND ALTERNATOR CIRCUIT BREAKER OPEN AND BATTERY DEPLETED.,M20J,MOONEY,II,6-30-19880630,6,L,LYC,L,faa
19890119007029I,TOP HALF OF DOOR OPENED DURING TAKEOFF. PROCEEDED TO KEENE. LANDED SAFELY. CHECKED DOOR AND RETURNED.,PA60601P,PIPER,II,1-19-19890119,1,M,,M,faa
19881204069149I,STUDENT PULLED AND SET PARKING BRAKE INSTEAD OF FLAPS. HIGHER SPEED RESULTED IN FLOAT. BRAKE SET MADE TIRE BLOW.,PA28161,PIPER,ME,12-04-19881204,12,L,LYC,L,faa
19881222071639I,LIGHT TO HEAVY FREEZING RAIN IN AREA. AIRCRAFT STALLED BUT RECOVERED ON INITIAL APPROACH. AIRFRAME DEICE NOT ON.,ATR42300,AEROSP,ME,12-22-19881222,12,H,PWA,H,faa
19881006062739I,UNABLE TO PRESSURIZE CABIN AFTER TAKEOFF. RETURNED. R-1 DOOR WAS OPEN. RECYCLED DOOR AND RESUMED FLIGHT.,757232,BOEING,II,10-06-19881006,10,L,,L,faa
19881115058249A,NO AILERON CONTROL ON TAKEOFF TOW. RELEASED TOW AND CRASHED INTO TREES. PINS HOLDING AILERON CONTROLS WERE MISSING.,SGU222E,SCWZER,II,11-15-19881115,11,K,,K,faa
19890118023839I,COCKPIT FILLED WITH SMOKE WHILE TAXIING FOR DEPARTURE. ENGINE SHUT DOWN. ENGINE BLOWER INTAKE COVER STILL INSTALLED,F27MK500,FOKKER,II,1-18-19890118,1,H,,H,faa
19881228056929A,ROUGH ENGINE AND PARTIAL POWER ON CLIMBOUT. HIT TREES ON RETURN. CARB HEAT LEVER TRAVEL WAS RESTRICTED.,PA28140,PIPER,II,12-28-19881228,12,L,LYC,L,faa
19880930042679A,FAILED TO SECURE OIL CAP. ENGINE RAN OUT OF OIL. FORCED LANDING IN TREES. MEDICAL HAD EXPIRED.,172E,CESSNA,II,9-30-19880930,9,H,CONT,H,faa
19880930042399A,"ERRATIC FLIGHT ON CLIMBOUT. LOST CONTROL TURNING, DIVED INTO GROUND. IMPROPERLY LOCKED UPPER DOOR SECTION CAME OPEN",PA60601P,PIPER,II,9-30-19880930,9,M,,M,faa
19881020064459I,PRECAUTIONARY RETURN TO AIRPORT TO CLOSE FUEL CAP. DEPARTED AGAIN. DID NOT CONTACT ATS ON EITHER TAKEOFF.,310D,CESSNA,II,10-20-19881020,10,L,CONT,L,faa
19881022047829A,"TRIED TO GO AROUND WITH FULL FLAPS, UNABLE.THEN STALLED A WING AND IMPACTED.FAILED TO HOLD SWITCH ON FOR RETRACTION",172M,CESSNA,ME,10-22-19881022,10,H,LYC,H,faa
19881130064879I,BOTH ENGINES FLUCTUATING. LANDED AT FT LEONARD WOOD. NO FUEL WOULD DRAIN FROM SUMP. LATER WATER CAME FROM SUMP.,402B,CESSNA,II,11-30-19881130,11,L,CONT,L,faa
19881214055199I,DOOR OPENED AND DEPARTED AIRCRAFT AT CRUISE ALTITUDE. DIVERTED. CAUSE NOT STATED.,PA60600,PIPER,II,12-14-19881214,12,M,,M,faa
19881006044709A,CANOPY CAME OPEN ON TAKEOFF. PILOTS GLASSES BLEW OFF AND HE LOST CONTROL TRYING TO CLOSE CANOPY AND CRASHED.,GLASAIR,AMTR,II,10-06-19881006,10,L,LYC,L,faa
19881006044739A,PUT GEAR DOWN BY MISTAKE FOR WATER LANDING. AMPHIBIAN FLIPPED OVER. REPORTED ELEVATOR TRIM BROKE. NO DEFECTS NOTED.,RC3,STOLAM,ME,10-06-19881006,10,H,LYC,H,faa
19881230068779I,TAKEOFF WARNING HORN WHEN THROTTLES WERE ADVANCED. ABORTED. RESET STABILIZER TRIM AND RETURNED TO TAKEOFF AGAIN.,DC982,DOUG,II,12-30-19881230,12,L,,L,faa
19890331021799I,AFTER SWITCHING TANKS FUEL FLOW DIMINISHED TILL ENGINE SPUTTERING CAUSED FORCED LANDING. FUEL WAS CONTAMINATED.,A36,BEECH,II,3-31-19890331,3,L,CONT,L,faa
19890413020489I,LOST POWER ON TAKEOFF. LANDED WITH GEAR UP ON SAME RUNWAY. WATER IN FUEL TANK. FILLER CAP FIT LOOSELY.,M20F,MOONEY,II,4-13-19890413,4,L,LYC,L,faa
19890509021309I,REPORTED NO GEAR LIGHTS. LANDED SAFELY AFTER GEAR DOWN FLYBY. GEAR LIGHTS DIM DUE TO NAV LIGHTS ON. HARD TO SEE.,A36,BEECH,ME,5-09-19890509,5,L,,L,faa
19890411007649A,"ERRATIC TAKEOFF RUN .JERKED INTO AIR,HIT TAIL AND WING ON RUNWAY.CARTWHEELED OFF RUNWAY. ELEVATOR TRIM FULL NOSE UP",T210N,CESSNA,II,4-11-19890411,4,H,CONT,H,faa
19890322024319I,VEERED OFF RUNWAY AT START OF TAKEOFF ROLL. STOPPED WITHOUT DAMAGE. CREW HAD FAILED TO REMOVE NR2 ENGINE STARTLOCKS,SA227AC,SWRNGN,II,3-22-19890322,3,L,,L,faa
19890517027839I,NOTICED RIGHT MAIN FUEL CAP LEAKING AFTER TAKEOFF. RETURNED. ADDED FUEL AND ADJUSTED COLLAR ON FUEL CAP.,PA23160,PIPER,II,5-17-19890517,5,L,LYC,L,faa
19890307025089I,LANDED BEHIND DC9 WHICH BLEW UP A GREAT DEAL OF SNOW. PULLED RIGHT ON ROLLOUT. WINDROW FROM SNOWPLOW CAUSED PULL.,1900,BEECH,AF,3-07-19890307,3,L,,L,faa
19890308025899I,RIGHT EMERGENCY DOOR SEPARATED ON CLIMB. RETURNED. FOUND RELEASE HANDLE PARTIALLY DISENGAGED.,PA31310,PIPER,II,3-08-19890308,3,L,LYC,L,faa
19890318057879I,NOSE GEAR UNSAFE LIGHT. TOW BAR HANGING FROM WHEEL. RETURNED. LANDED WITH GEAR UP. FORGOT TO REMOVE BAR.,1730A,BLANCA,II,3-18-19890318,3,L,,L,faa
19890502019819I,UNABLE TO RETRACT RIGHT MAIN GEAR ON CLIMBOUT. RETURNED AFTER DUMPING FUEL. LANDING GEAR SAFETY PIN WAS IN PLACE.,727251,BOEING,II,5-02-19890502,5,L,,L,faa
19890212002089A,"SETTLED TO RUNWAY, BOUNCED TWICE USING UP RUNWAY. BEGAN GO AROUND. IMPACTED ON TURNOUT NOSE DOWN.",172N,CESSNA,ME,2-12-19890212,2,H,LYC,H,faa
19890505030929I,ABORTED TAKEOFF WHEN NOSE BAGGAGE DOOR OPENED. TAXIED TO RAMP. PILOT DID NOT RECALL CHECKING DOOR.,402A,CESSNA,II,5-05-19890505,5,L,CONT,L,faa
19890321019889I,UNABLE TO RETRACT GEAR. RETURNED AND LANDED SAFELY. NOSE GEAR LOCK PINS INSTALLED. REMOVED AND RESUMED FLIGHT.,SD360,STBROS,II,3-21-19890321,3,H,,H,faa
19890308009319I,STUDENT DELAYED GEAR EXTENSION ON SIMULATED ENGINE FAILURE. TOWER ADVISED GEAR UP. LOWERED GEAR AND LANDED.,PA34200T,PIPER,ME,3-08-19890308,3,L,CONT,L,faa
19890421019839I,NR2 FIRE WARNING ON CLIMBOUT. SHUT ENGINE DOWN AND RETURNED. FOUND BIRD NEST BEING BUILT IN ENGINE INTAKE. NO FIRE.,STC340CVAC,CVAC,II,4-21-19890421,4,L,ALLSN,L,faa
19890221013499I,ELEVATOR PARTIALLY JAMMED IN CRUISE. EMERGENCY LANDING AT BURLINGTON WITHOUT INCIDENT. ICE IN HULL CAUSED PROBLEM.,LA4200,CONAER,II,2-21-19890221,2,H,,H,faa
19890311003709A,VEERED OFF RUNWAY AND OVERTURNED ON TAKEOFF. FOUND LOOSE FRONT COCKPIT SEAT HAD FALLEN TO FLOOR. JAMMED LEFT BRAKE.,AIRCAMPER,AMTRPL,II,3-11-19890311,3,H,,H,faa
19890306022879I,LEFT ENGINE DID NOT DEVELOP ENOUGH POWER ON TAKEOFF. ABORTED. RAN OFF RUNWAY. FOUND WATER IN SUMP.,E18S,BEECH,II,3-06-19890306,3,L,,L,faa
19890505026419I,ENGINE FAILED ON TAKEOFF. HARD LANDING ON RAMP. LEFT AND NOSE GEAR BROKE OFF. FOUND WATER IN FUEL.,182P,CESSNA,II,5-05-19890505,5,H,CONT,H,faa
19890324004579A,NOSED UP ON LIFTOFF. UNABLE TO COMPENSATE AND STALLED. CONTROL STICK IN FRONT COCKPIT WAS TIED AFT BY THE SEATBELT.,N3N3,NAVAL,II,3-24-19890324,3,Q,,Q,faa
19890215010129I,SHUT DOWN ENGINE BECAUSE OF OIL LEAK AND PRESSURE FLUCTUATION. LANDED SAFELY. FOUND LOOSE OIL DIPSTICK.,C90,BEECH,II,2-15-19890215,2,L,PWA,L,faa
19890503010699A,CONFLICTING REPORTS FROM CFI AND STUDENT. LOST RIGHT ENGINE ON TAKEOFF DUE FUEL PUMPS OFF. IMPROPER CFI PROCEDURES.,310C,CESSNA,ME,5-03-19890503,5,L,CONT,L,faa
19890220017259I,SMOKE IN COCKPIT AFTER HEATER TURNED ON. RETURNED. OIL SPILL DURING PREFLIGHT SERVICE WAS SOURCE OF SMOKE.,PA28180,PIPER,II,2-20-19890220,2,L,LYC,L,faa
19890206009289I,NOSE GEAR LEFT RUNWAY WHILE MAKING 180 DEGREE TURN. PILOT LOWT DIRECTIONAL CONTROL. MISUSED THROTTLES.,A300B4605R,AIRBUS,ME,2-06-19890206,2,L,,L,faa
19890328004879I,TOOK OFF WITH TOW BAR ATTACHED. UNABLE TO RETRACT NOSE GEAR. DAMAGED DOWN LOCK. GEAR COLLAPSED ON LANDING.,421B,CESSNA,II,3-28-19890328,3,L,,L,faa
19890125022859I,LEFT ENGINE FAILED WHEN FUEL BOOST PUMP SET ON HIGH. SAFE LANDING. UNFAMILIAR SWITCHES AND PILOT FLOODED ENGINE.,T310R,CESSNA,ME,1-25-19890125,1,L,CONT,L,faa
19890415008079A,SMELLED SMOKE IN CABIN. MADE PRECAUTIONARY LANDING IN A SOLT FIELD AND NOSED OVER. FOUND BIRD NEST IN CYLINDERS.,152,CESSNA,II,4-15-19890415,4,H,LYC,H,faa
19890211010529I,REPORTED AN OIL LEAK AFTER TAKEOFF. RETURNED. LANDED SAFELY. PILOT FORGOT TO REPLACE OIL CAP AFTER OIL CHANGE.,182H,CESSNA,II,2-11-19890211,2,H,CONT,H,faa
19890728051289I,CABIN DOOR CAME AJAR AT TOP INFLIGHT. PRECAUTIONARY LANDING. TOP LATCH NOT ENGAGED.,PA34220T,PIPER,II,7-28-19890728,7,L,,L,faa
19890715028739A,CANOPY CAME OPEN ON TOW. ROPE BROKE FROM DRAG. PILOT MADE 180 AND LANDED HARD ON SAME RUNWAY. NO LATCH DEFECTS.,G102ASTIR,GROB,II,7-15-19890715,7,K,,K,faa
19890723054159I,AFTER LANDING IT WAS DETERMINED THERE WAS INSUFFICIENT NUMBER OF SEATS AND OXYGEN MASKS FOR PASSENGERS ONBOARD.,DC862F,DOUG,DE,7-23-19890723,7,L,,L,faa
19890712022199A,NOTICED SLOW SPEED ON CLIMBOUT AND UNABLE TO CLEAR TREES.ABORTED. LANDED NOSE FIRST. FLIPPED OVER. FLAPS FULL DOWN.,150L,CESSNA,ME,7-12-19890712,7,H,CONT,H,faa
19890723024549A,REPORTED LOOSING POWER EN ROUTE. PANICED. CRASHED INTO POND. FOUND FEUEL CAP OFF. SIPHONED FUEL.,77,BEECH,II,7-23-19890723,7,L,LYC,L,faa
19890619031449I,OIL COVERED WINDSHIELD. EMERGENCY LANDING IN FIELD. OIL CAP DIPSTICK WAS MISSING. HAD PRIOR OIL CHANGE.,PA32300,PIPER,II,6-19-19890619,6,L,LYC,L,faa
19890812028949A,"LOST RIGHT ENGINE ON CLIMBOUT FEATHERED RETURNED AND LOST LEFT ENGINE,LANDED IN A CANAL.BOTH ENGINES TRAILING SMOKE",402C,CESSNA,ME,8-12-19890812,8,L,CONT,L,faa
19890523027869I,WHILE TAXIING FOR TAKEOFF THE RIGHT MAIN GEAR SANK THROUGH THE ASPHALT STOPPING THE AIRCRAFT. NO DAMAGE OR INJURIES,1124,ISRAEL,AF,5-23-19890523,5,M,GARRTT,M,faa
19890716038839I,ENGINE FAILED ON GEAR RETRACTION. LANDED GEAR UP ON SAME RUNWAY. FOUND WATER IN FUEL.,M20C,MOONEY,II,7-16-19890716,7,L,LYC,L,faa
19890714022489A,"NOT ACCELERATING ON TAKEOFF, ABORTED AND RAN OFF END OF RUNWAY. HIT FENCE AND A VAN. PARKING BRAKE NOT RELEASED.",PA34200T,PIPER,II,7-14-19890714,7,L,CONT,L,faa
19890714042979I,FLUCTUATING ENGINE OIL PRESSURE. PRECAUTIONARY LANDING. DISCOVERED A LOOSE OIL FILTER CAP.,208B,CESSNA,II,7-14-19890714,7,H,PWA,H,faa
19890815029909A,RELEASED TOW ON INITIAL TAKEOFF AND LANDED HARD OFF AIRPORT. TOW PLANE SIGNALED SPOILERS DEPLOYED NOT A DISCONNECT.,ASW20,SCHLER,II,8-15-19890815,8,K,,K,faa
19890523030589I,LOW OIL PRESSURE AND OIL LEAK INFLIGHT. SHUT DOWN. LANDED FAST AND BLEW 2 TIRES BRAKING. OIL CAP LOCK TANG UNLOCKED,208B,CESSNA,II,5-23-19890523,5,H,PWA,H,faa
19890621016669A,TRIED TO TAKE OFF WITH CEMENT TAIL TIEDOWN ATTACHED. SECOND TRY ROPE BROKE LIFTED OFF NOSE HIGH HIT TREES ON SHORE.,U206G,CESSNA,II,6-21-19890621,6,H,CONT,H,faa
19890528027179I,LOST DIRECTIONAL CONTROL ON ROLLOUT. VEERED OFF RUNWAY INTO DITCH. A BOTTLE HAD LODGED UNDER LEFT RUDDER PEDAL.,PA28180,PIPER,II,5-28-19890528,5,L,LYC,L,faa
19890725041869I,ON ENGINE START PILOTS SEAT WENT TO FULL AFT POSITION. PUSH THROTTLE IN FULL. AIRCRAFT COLLIDED WITH PARKED PLANE.,172M,CESSNA,II,7-25-19890725,7,H,LYC,H,faa
19890701018969A,ENGINE QUIT ON CLIMBOUT.LANDED IN TREES.WATER IN FUEL. HAD SAT OUTSIDE FOR THREE WEEKS WITH ONE THIRD FUEL IN TANKS,BC12D,TCRAFT,II,7-01-19890701,7,H,CONT,H,faa
19890804027359A,ON TEST FLIGHT UNABLE TO UNFEATHER LEFT ENGINE THAT HAS HYDRAULIC PUMP. LACKED KNOWLEDGE OF ALTERNATE PROCEDURES.,STCPA23,PIPER,ME,8-04-19890804,8,L,LYC,L,faa
19890818050259I,ENGINES LOST POWER AFTER LIFTOFF. IMPACTED GROUND BEYOND  END OF RUNWAY. PILOT STATED HE DID NOT DRAIN FUEL SUMPS.,PA23160,PIPER,II,8-18-19890818,8,L,LYC,L,faa
19890524060929I,VIBRATION IN AIRFRAME ON DEPARTURE. RETURNED. FOUND RIGHT FRONT SEAT BELT HANGING OUT OF CABIN DOOR.,PA30,PIPER,II,5-24-19890524,5,L,,L,faa
19890727025429A,ENGINE QUIT DURING AN AEROBATIC MANUEVER. AIRCRAFT STALLED AND SPUN INTO TREES. FOUND PRIMER UNLOCKED.,PA38112,PIPER,II,7-27-19890727,7,L,LYC,L,faa
19890626017559A,DOOR CAME OPEN ON CLIMBOUT. TRIED TO CLOSE IT CIRCLING TO LAND TOO LOW DRAGGED A WING CARTWHEELED.,A36,BEECH,II,6-26-19890626,6,L,CONT,L,faa
19890703036769I,ELECTRICAL PROBLEM EN ROUTE. DID NOT CHECK CIRCUIT BREAKERS. LANDED WITH GEAR UP.,PA44180T,PIPER,II,7-03-19890703,7,L,LYC,L,faa
19890804031219A,"TRIED TO TAKE OFF WITH CARBURETOR HEAT STILL ON UNNOTICED BY PILOT. UNABLE TO CLIMB,CRASHED INTO TREES.",150J,CESSNA,ME,8-04-19890804,8,H,CONT,H,faa
19890618015879A,ENGINE QUIT ON DOWNWIND AFTER TAKEOFF. PILOT MAY HAVE BUMPED UNGUARDED MAGNETO SWITCHS TO OFF. FAILED TO RESET.,VARIEZE,AMTRRU,ME,6-18-19890618,6,M,LYC,M,faa
19890804027709A,"ON LANDING, NO BRAKES, NO FLAPS, PROPS MALFUNCTIONED. UNABLE TO STOP. RAN OFF END OF RUNWAY.",STCAPJC,CVAC,AU,8-04-19890804,8,L,RROYCE,L,faa
19890830032899I,HAD A PILOTLESS GLIDER IN TOW ON TAKEOFF. GLIDER PITCHED UP AND LIFTED TAIL. PROP HIT GROUND BEFORE TAIL LOWERED.,182E,CESSNA,II,8-30-19890830,8,H,,H,faa
19891030056269I,ENGINE COWLING OPENED ON CLIMBOUT. DECLARED EMERGENCY AND RETURNED. NO CAUSE FOR INFLIGHT OPENING FOUND.,A36,BEECH,II,10-30-19891030,10,L,,L,faa
19890920035599A,FAILED TO RECOGNIZE OFFSET RUDDER TRIM OR CORRECT SWERVE ON TAKEOFF. ABORTED LATE.IMPROPER PROCEDURES CAUSED OVERUN,737401,BOEING,ME,9-20-19890920,9,L,GE,L,faa
19890905048219I,UNSAFE GEAR LIGHT WHEN HANDLE UP. RETURNED. LANDED SAFELY. NOSE GEAR GROUND LOCK PIN NOT POSITIONED PROPERLY.,DHC8102,DHAV,II,9-05-19890905,9,H,,H,faa
19890826059819I,DOOR OPENED EN ROUTE. UNABLE TO COMMUNICATE WITH TOWER. DISRUPTED TRAFFIC. LANDED SAFELY.,A36,BEECH,II,8-26-19890826,8,L,,L,faa
19890930037119A,FLEW AIRCRAFT BEING RESTORED WITHOUT PROPER INSPECTION OR ANNUAL. UPPER STRUT ATTACH BOLT MISSING. WING FOLDED UP.,65TL,ARONCA,II,9-30-19890930,9,H,CONT,H,faa
19891024042499A,ON TAKEOFF FIRE EXPLOSION RIGHT WING WHEN STROBES TURNED ON. HISTORY WING FUEL LEAK. AD ON SAME NOT COMPLIED.,58,BEECH,AU,10-24-19891024,10,L,CONT,L,faa
19891026056559I,SAW TOP HALF OF CABIN DOOR AJAR. PRECAUTIONARY LANDING. FOUND DOOR SUPPORT ROD BROKEN. MADE REPAIRS AND CONTINUED.,PA60601P,PIPER,II,10-26-19891026,10,M,,M,faa
19891120046419A,"AFTER SEVERAL FORCED LANDINGS DUE TO ROUGH ENGINE WAS FORCED DOWN AGAIN. HAD BEEN IN STORAGE. RUST, VARNISH IN FUEL",172M,CESSNA,DE,11-20-19891120,11,H,LYC,H,faa
19891112045009A,FAILED TO DRAIN SUMPS PRIOR TAKEOFF AFTER AIRCRAFT SAT OUT IN HEAVY RAIN. ENGINE QUIT ON CLIMBOUT. CRASH LANDED.,PA28180,PIPER,II,11-12-19891112,11,L,LYC,L,faa
19891029043399A,"TOOK OFF WITH FULL FLAPS, WALLOWED AND CLIMBED NOSE HIGH AT SLOW SPEED UNTIL A STALL AND CRASH.",177,CESSNA,ME,10-29-19891029,10,H,LYC,H,faa
19891010039559A,HELICOPTER ROLLED OVER ON LIFTING FROM OIL PLATFORM PAD. LEFT REAR TIEDOWN STRAP WAS STILL SECURED.,206B,BELL,II,10-10-19891010,10,G,ALLSN,G,faa
19890826031889A,ENGINE RPM DROP AND VIBRATION. HIT SEVERAL OBSTRUCTIONS ON FORCED LANDING. INDICATES OIL TANK VALVE WAS OFF.,ST3KR,RYAN,II,8-26-19890826,8,L,GLADEN,L,faa
19891015053839I,HIT ROOF ON TAKEOFF IN TURBULENCE. LOST CONTROL ENGINE FLOODED. RECOVERED MADE HARD LANDING. SEAT BELT NOT SECURED.,7AC,BBAVIA,II,10-15-19891015,10,H,CONT,H,faa
19890924035929A,FIRST SOLO IN TAIL WHEEL AIRCRAFT. PUSHED TRIM KNOB INSTEAD OF POWER ON FINAL TOO LOW PUT IT INTO TREES OFF RUNWAY.,7KCAB,BBAVIA,ME,9-24-19890924,9,H,LYC,H,faa
19890831033149A,NO FUEL AT REPAIR AIRPORT. GAUGES SHOWED RIGHT TANK EMPTY LEFT 20 GALLONS. DEPARTED. ENGINE QUIT. DITCHED OFF SHORE,210N,CESSNA,II,8-31-19890831,8,H,CONT,H,faa
19891005038889A,REPORT ENGINE QUIT. WAS RETURNIG. STALLED SHORT FINAL. BURNED ON IMPACT. FOAM PLUG ON CARB AIR DUCT NOT REMOVED.,RV4,AMTR,II,10-05-19891005,10,L,LYC,L,faa
19891109060409I,BAGGAGE CART DISENGAGED FROM TOW HITCH AND ROLLED INTO PARKED AIRCRAFT. DAMAGED EMPANNAGE. DEFECT SERVICE EQUIPMENT,SA227AC,SWRNGN,DE,11-09-19891109,11,L,,L,faa
19891105044249A,LANDED. DROPPED PASSENGER. ROSE TO LAND ON FAR SIDE OF WIRES. BURNERS FAILED. HIT WIRES. ACTUATOR WIRE WAS BROKEN.,V77CAMERON,CAMRON,ME,11-05-19891105,11,B,,B,faa
19891128047319A,"TOOK OFF WITH CARGO LINE ATTACHED. LINE STRUCK TRAILS, REBOUNDED AND FOULED ROTOR BLADES. CRASHED IN FIELD.",SA316B,AEROSP,II,11-28-19891128,11,G,,G,faa
19891227064729A,"PRACTICE ICING TAKEOFFS AND LANDINGS,CONTROLLER INSTRUCTED GO AROUND.ENGINE QUIT,LANDED IN SNOW,FLIPPED OVER.",PA18135,PIPER,ME,12-27-19891227,12,H,LYC,H,faa
19891227064179I,TOWER ADVISED PILOT FUEL VENTING FROM TANK AFTER DEPARTURE. RETURNED. SPRING LOADED FUEL CAP HAD POPPED OPEN.,25C,LEAR,II,12-27-19891227,12,L,,L,faa
19891207063649I,OIL EXHAUSTION ON STUDENT CROSS-COUNTRY FLIGHT. FORCED LANDING. OIL FILLER CAP NOT SECURED. ENGINE OIL SIPHONED OUT,150M,CESSNA,II,12-07-19891207,12,H,CONT,H,faa
19900105006659I,ENGINE QUIT AFTER DEPARTURE. FORCED LANDING IN FIELD. FOUND THREE GALLONS OF WATER IN FUEL.,H295,HELIO,II,1-05-19900105,1,H,,H,faa
19900108000289A,"DOOR CAME OPEN ON TAKEOFF,LOST CONTROL OF AIRCRAFT,STALLED,CRASHED INTO TREES OFF END OF AIRPORT AND BURNED.",V35B,BEECH,II,1-08-19900108,1,L,CONT,L,faa
19900116000959A,FIRE ERUPTED STARTING ENGINE. FAILED TO NOTE LOOSE COWLING. NO AIR FILTER. FUEL LINE NOT CAPPED.,172M,CESSNA,II,1-16-19900116,1,H,LYC,H,faa
19900130001369A,ENGINE COWLING CAME LOOSE ON TEST FLIGHT. EMERGENCY LANDING DUE TO DAMAGED ROTORS.,BK117A1,BOLKMS,II,1-30-19900130,1,G,LYC,G,faa
19900203028129I,PARTIAL POWER LOST ON GLIDER TOW. UNHOOKED GLIDER. LANDED SHORT OF RUNWAY. NOSED OVER. HAD OIL STARVATION.,A9,AIRPTS,II,2-03-19900203,2,L,LYC,L,faa
19900201001409A,LIFTED OFF TRAILER TO REPARK. ENCOUNTERED DYNAMIC ROLLOVER. A SKID WAS STILL TIED DOWN.,R22,ROBSIN,II,2-01-19900201,2,G,LYC,G,faa
19900121000809A,LOST POWER ON CLIMBOUT. TURNING BACK AND LANDING AT AIRPORT STRUCK POLES. FOUND WATER IN FUEL.,100180,SLINDS,II,1-21-19900121,1,H,LYC,H,faa
19900224002899A,RAN OUT OF FUEL EN ROUTE AT NIGHT. ON FORCED LANDING STRUCK TREES AND UTILITY POLE. FUEL CAP MISSING. SIPHONED FUEL,150M,CESSNA,II,2-24-19900224,2,H,CONT,H,faa
19900214002219A,LOST POWER ON TAKEOFF. CFI TOOK OVER. LANDED IN MARSH. NOSED OVER. 5 GAL OF WATER IN FUEL SYSTEM. WATER AT SOURCE.,PA28235,PIPER,II,2-14-19900214,2,L,LYC,L,faa
19900404026989I,ON DEPARTURE FROM BOSTON UNABLE TO RETRACT NOSE GEAR. GROUND CREW FAILED TO CLOSE EXTERIOR GEAR HANDLE LEVER.,DHC7102,DHAV,II,4-04-19900404,4,H,PWA,H,faa
19900430021349I,"FIRE FROM RIGHT ENGINE ON CLIMB, RETURNED. OIL LEAK ONTO HOT EXHAUST SYSTEM FROM UNSECURED OIL DIPSTICK.",PA31350,PIPER,II,4-30-19900430,4,L,LYC,L,faa
19900330007269A,HIGH AND FAST BEGAN GO AROUND TRAILING SMOKE. LOST POWER STALLED BURNED ON IMPACT. BOOST PUMP ON MADE RICH MIXTURE.,P210N,CESSNA,ME,3-30-19900330,3,H,CONT,H,faa
19900411014509I,PILOT STATED ON LANDING AIRCRAFT HIT BUMP ON RUNWAY. BOUNCED. MADE A GO AROUND. NOSE GEAR BROKE ON LANDING.,100ACMDR,SLINDS,AF,4-11-19900411,4,H,,H,faa
19900326005779A,LOST POWER ON CLIMBOUT. TRIED RETURN. LANDED IN FALLOW FIELD. NOSED OVER WATER IN FUEL.,150G,CESSNA,II,3-26-19900326,3,H,CONT,H,faa
19900323014919I,ON CLIMB PILOT STARTED TO DESCEND DUE TO ICING PROBLEMS. RETURNED TO AIRPORT. COPILOT UNQUALIFIED IN AIRCRAFT.,132923E,LKHEED,ME,3-23-19900323,3,L,,L,faa
